DRG Code,DRG Definition,HRR State,HHR Region,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Row,Column,Region,Divison,State
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Fort Myers,FL - Fort Myers,81,55963.36,5409.28,4420.25,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Fort Lauderdale,FL - Fort Lauderdale,86,44304.57,6481.02,4956.4,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Fort Lauderdale,FL - Fort Lauderdale,14,57754.07,13742.07,12938.36,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Miami,FL - Miami,24,19033.0,5558.67,4785.83,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Orlando,FL - Orlando,178,24405.21,5143.85,4180.33,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Orlando,FL - Orlando,20,39624.85,5793.85,4796.85,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Pensacola,FL - Pensacola,46,25343.63,5341.83,4472.96,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Miami,FL - Miami,37,55551.3,7901.27,6029.49,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Bradenton,FL - Bradenton,30,35394.47,5347.17,4107.53,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Orlando,FL - Orlando,28,35676.11,5638.18,4665.46,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Jacksonville,FL - Jacksonville,34,24384.38,5840.62,4530.56,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Panama City,FL - Panama City,16,18504.31,6334.69,5324.69,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Miami,FL - Miami,23,41472.7,7418.35,6477.65,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Orlando,FL - Orlando,37,26580.97,5255.84,4411.62,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Orlando,FL - Orlando,49,25398.02,5862.92,4924.06,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Tampa,FL - Tampa,16,35824.69,5261.0,4403.0,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Orlando,FL - Orlando,12,60567.42,5268.58,4124.58,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Jacksonville,FL - Jacksonville,33,24653.82,5196.73,4132.97,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,72,26207.64,5995.78,4954.32,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,21,18099.95,6491.81,5090.38,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Jacksonville,FL - Jacksonville,42,18789.38,5602.71,4799.31,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Chattanooga,TN - Chattanooga,23,20886.04,6332.7,5252.35,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,67,33028.36,6308.73,4949.4,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,46,19645.52,5765.98,4646.37,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Albany,GA - Albany,98,19816.95,7007.39,5819.52,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,59,30213.75,6144.8,5121.54,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,71,19868.03,7865.44,6136.51,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,24,15427.42,6156.33,4504.04,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,11,17011.64,6426.55,5373.27,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,31,17182.81,6300.03,5070.35,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,51,14023.53,5813.98,4835.8,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Rome,GA - Rome,16,25568.81,5837.56,4827.56,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Savannah,GA - Savannah,61,30299.82,6442.62,5492.23,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Jacksonville,FL - Jacksonville,57,22098.95,7647.53,6447.09,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,29,9714.24,5457.83,4289.66,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,32,17882.31,6326.97,5280.09,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Augusta,GA - Augusta,98,20519.28,6285.68,5274.18,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,131,28077.15,6359.35,5002.84,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,40,45327.78,6962.48,4450.88,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,47,38111.66,6414.7,4836.26,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,76,18151.04,6209.72,5097.0,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Augusta,GA - Augusta,60,22823.08,9456.62,8393.12,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,218,27789.23,6225.7,4911.65,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Savannah,GA - Savannah,31,16283.48,7220.84,6075.39,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Tallahassee,FL - Tallahassee,44,18312.36,5824.02,4443.91,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Augusta,GA - Augusta,18,34996.39,6089.17,4593.89,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,19,12958.63,6339.16,5438.11,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,71,13361.42,5519.17,4426.39,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,45,21081.84,5687.18,4502.11,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Savannah,GA - Savannah,39,26353.87,5510.67,4603.9,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Albany,GA - Albany,24,17189.04,5992.71,5214.38,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,20,32094.5,6494.75,5183.9,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,29,27134.69,5658.21,4537.66,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,37,15249.86,5685.54,4516.11,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Rome,GA - Rome,91,21147.24,6725.82,5627.89,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Columbus,GA - Columbus,43,21185.42,8673.7,6888.65,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,97,18497.23,6057.16,4858.77,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Savannah,GA - Savannah,26,14004.38,6726.77,5770.38,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,18,16312.22,5412.39,4519.5,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,76,20173.0,5904.91,4817.47,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Savannah,GA - Savannah,36,31194.03,6096.28,5298.61,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,70,17075.4,7648.06,6658.06,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,41,20986.22,7301.27,6418.07,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,13,33677.0,10872.08,9797.92,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,70,18060.89,5327.96,4278.93,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,39,22819.54,5461.82,4168.49,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,169,21836.96,6601.29,5435.86,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Jacksonville,FL - Jacksonville,37,21221.35,5504.03,4549.14,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,60,22303.28,6782.47,5461.33,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,29,14811.34,6063.0,5106.41,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Tallahassee,FL - Tallahassee,54,30829.37,5744.06,4748.87,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Tallahassee,FL - Tallahassee,11,14153.82,5255.0,4019.0,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,31,15504.61,5648.52,4764.26,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Tallahassee,FL - Tallahassee,61,18061.25,5755.51,4912.72,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,107,26730.36,7068.18,6090.22,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Augusta,GA - Augusta,20,21451.75,6193.75,5102.25,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Augusta,GA - Augusta,17,12948.24,6725.94,5828.47,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Augusta,GA - Augusta,12,17516.83,7646.5,6989.17,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,47,56836.77,10766.28,8796.79,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Tallahassee,FL - Tallahassee,72,25824.28,6165.24,5226.26,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Savannah,GA - Savannah,95,18376.62,6518.91,5521.99,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,40,44404.03,6599.05,5236.0,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Savannah,GA - Savannah,45,21696.07,5857.8,4811.44,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Columbus,GA - Columbus,104,16585.77,5518.25,4390.64,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Tallahassee,FL - Tallahassee,28,16347.14,7020.46,5532.0,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,26,11108.88,6510.81,5354.88,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,94,30782.88,6946.33,5470.11,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,FL,Jacksonville,FL - Jacksonville,22,21189.73,10333.91,9257.73,7,9,South,South Atlantic,Florida
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,30,19069.33,6100.9,5227.43,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,31,18352.61,5785.97,4567.94,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,60,43814.58,11707.18,8950.4,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,53,35005.13,6064.42,4868.81,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,13,16216.85,7644.69,6654.38,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Rome,GA - Rome,43,24791.47,5292.88,4367.49,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Augusta,GA - Augusta,38,41139.42,6710.84,5082.45,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,67,25982.82,6100.28,4827.24,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,26,20441.04,6650.27,5394.69,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,13,38751.85,6413.38,5734.92,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,33,20419.94,5841.64,4936.12,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,61,36974.15,6255.15,5001.11,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,AL,Dothan,AL - Dothan,19,27230.89,8494.68,7449.89,5,7,South,South - East South Central,Alabama
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,44,49631.09,6425.02,4865.86,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Macon,GA - Macon,25,30252.6,5377.92,4241.76,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,16,11778.44,6107.25,5062.88,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,48,26650.73,6377.35,4938.71,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,21,15595.95,6179.95,5048.33,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,33,23127.79,6070.64,4760.88,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,GA,Atlanta,GA - Atlanta,39,16010.46,5700.0,4264.08,6,7,South,South Atlantic,Georgia
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,64,25667.58,10822.75,8561.41,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,41,21610.9,12770.95,11639.24,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,19,18119.42,8923.89,7581.21,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,37,19305.22,9926.38,8742.81,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,16,23981.44,8747.38,7650.38,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,27,25321.7,8227.19,5819.7,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,15,14276.8,9492.47,4524.53,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,22,31532.68,10910.5,8439.05,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,21,17714.62,12747.38,11301.0,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,25,37386.64,9813.72,6152.88,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,HI,Honolulu,HI - Honolulu,41,28540.88,8507.9,6994.59,8,1,West,Pacific,Hawaii
194,SIMPLE PNEUMONIA & PLEURISY W CC,ID,Boise,ID - Boise,44,11919.0,5848.34,4854.8,2,3,West,Mountain,Idaho
194,SIMPLE PNEUMONIA & PLEURISY W CC,WA,Spokane,WA - Spokane,39,24563.15,7123.36,6196.59,2,2,West,Pacific,Washington
194,SIMPLE PNEUMONIA & PLEURISY W CC,ID,Boise,ID - Boise,44,18954.55,6733.86,5599.0,2,3,West,Mountain,Idaho
194,SIMPLE PNEUMONIA & PLEURISY W CC,ID,Boise,ID - Boise,24,17092.5,6716.13,4913.42,2,3,West,Mountain,Idaho
194,SIMPLE PNEUMONIA & PLEURISY W CC,ID,Boise,ID - Boise,20,16179.75,6094.1,5286.1,2,3,West,Mountain,Idaho
194,SIMPLE PNEUMONIA & PLEURISY W CC,ID,Boise,ID - Boise,11,18924.73,6116.82,5208.45,2,3,West,Mountain,Idaho
194,SIMPLE PNEUMONIA & PLEURISY W CC,ID,Idaho Falls,ID - Idaho Falls,62,27578.6,6651.05,5075.0,2,3,West,Mountain,Idaho
194,SIMPLE PNEUMONIA & PLEURISY W CC,ID,Idaho Falls,ID - Idaho Falls,16,12091.25,7366.94,6193.94,2,3,West,Mountain,Idaho
194,SIMPLE PNEUMONIA & PLEURISY W CC,WA,Spokane,WA - Spokane,61,19324.75,6751.85,5646.11,2,2,West,Pacific,Washington
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Peoria,IL - Peoria,36,17457.83,6744.28,5173.47,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,MO,St. Louis,MO - St. Louis,41,17918.29,5657.8,4626.88,4,6,Midwest,Midwest-West North Central,Missouri
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Joliet,IL - Joliet,107,33342.47,6280.32,4889.29,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Melrose Park,IL - Melrose Park,42,31061.62,6423.86,5107.9,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Evanston,IL - Evanston,422,29067.07,6959.83,5381.32,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,MO,St. Louis,MO - St. Louis,116,19134.68,5579.01,4659.41,4,6,Midwest,Midwest-West North Central,Missouri
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Rockford,IL - Rockford,32,30454.5,6321.25,5381.97,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Peoria,IL - Peoria,72,31278.4,5461.97,4479.74,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Springfield,IL - Springfield,148,23550.35,6638.01,5087.64,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Chicago,IL - Chicago,22,35539.59,11683.82,10292.59,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Springfield,IL - Springfield,35,15752.83,7140.31,6221.91,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Peoria,IL - Peoria,30,25577.07,6991.1,5623.03,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Aurora,IL - Aurora,116,38149.76,7388.02,5634.08,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Elgin,IL - Elgin,94,33155.84,6245.74,5280.81,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Springfield,IL - Springfield,50,15682.02,5625.4,4799.08,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,MO,St. Louis,MO - St. Louis,88,16167.93,5967.17,4831.49,4,6,Midwest,Midwest-West North Central,Missouri
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Peoria,IL - Peoria,21,44313.38,5530.95,4697.24,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Rockford,IL - Rockford,48,24784.13,6010.42,5104.5,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,MO,St. Louis,MO - St. Louis,48,18456.79,5551.31,4771.15,4,6,Midwest,Midwest-West North Central,Missouri
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Chicago,IL - Chicago,25,32082.0,8341.12,6016.88,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Melrose Park,IL - Melrose Park,21,35043.14,8772.0,6927.14,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,MO,St. Louis,MO - St. Louis,13,19048.92,5589.23,4346.15,4,6,Midwest,Midwest-West North Central,Missouri
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Springfield,IL - Springfield,34,21110.88,6692.12,5752.15,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Melrose Park,IL - Melrose Park,60,23271.68,8360.9,6837.73,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Springfield,IL - Springfield,81,27398.67,6551.19,5393.22,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,MO,St. Louis,MO - St. Louis,71,11373.2,6252.73,5400.39,4,6,Midwest,Midwest-West North Central,Missouri
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Blue Island,IL - Blue Island,166,29817.06,5728.43,4637.81,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Melrose Park,IL - Melrose Park,34,21405.26,6215.26,5224.5,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Peoria,IL - Peoria,32,23618.91,7517.22,6228.13,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Melrose Park,IL - Melrose Park,93,25431.45,6528.29,4919.61,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Peoria,IL - Peoria,42,23942.6,6774.79,5444.69,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Chicago,IL - Chicago,22,39467.86,8973.0,8064.64,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Evanston,IL - Evanston,56,37557.88,9048.8,6751.52,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Chicago,IL - Chicago,38,27854.39,8335.71,6706.37,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,WI,Milwaukee,WI - Milwaukee,52,46671.73,6480.75,5480.12,3,7,Midwest,Midwest-East North Central,Wisconsin
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Chicago,IL - Chicago,37,44514.24,11453.19,8763.11,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Springfield,IL - Springfield,60,18063.77,6953.45,5743.12,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Urbana,IL - Urbana,52,30762.15,8885.44,4937.21,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Urbana,IL - Urbana,29,34734.52,6202.66,4910.69,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Chicago,IL - Chicago,15,45546.13,8957.8,7742.33,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Joliet,IL - Joliet,25,24420.16,5602.04,4601.08,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Chicago,IL - Chicago,19,22566.53,8629.53,7625.74,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Peoria,IL - Peoria,32,14634.22,6220.63,5322.0,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Urbana,IL - Urbana,23,28603.83,5790.39,4222.96,4,7,Midwest,Midwest-East North Central,Illinois
194,SIMPLE PNEUMONIA & PLEURISY W CC,IL,Chicago,IL - Chicago,62,38281.84,7679.11,6361.81,4,7,Midwest,Midwest-East North Central,Illinois
